pumin1_4d,pumin1_4d_BoxCox
0.2444808,0.292065319173105
0.1920993,0.04622249261423489
0.1470569,-0.21182112718791224
0.1448464,-0.22601215371870864
0.05577351,-1.0337270947858044
0.2273269,0.2165567944521192
0.009252842,-2.172249618875263
0.1443879,-0.2289769497231542
0.02207435,-1.6754180779165033
0.2086186,0.12891216011341425
0.05402559,-1.057941235829224
0.1979291,0.07602132443307485
0.7817117,1.6720201689620295
0.2913992,0.4791873689789598
0.1588874,-0.1386020531150573
0.3708363,0.747829804539344
0.3660337,0.7329471617843727
0.07263753,-0.826349827905713
0.1857779,0.013095932850199428
0.9147253,1.8862450359529053
0.2108931,0.13989004686878204
0.2507437,0.3185956888447002
0.04756359,-1.1531875336937534
0.06251391,-0.9456016853541908
0.1225634,-0.37952237028819236
0.04415536,-1.2075941951209375
0.3600727,0.7142596306421243
0.02635113,-1.5624200482531674
0.07233654,-0.829700590913355
0.4147256,0.8772546320116675
0.07999143,-0.7476872103579136
0.03056149,-1.464499977872321
0.1196698,-0.40103463578993304
0.5742967,1.2719800013429605
0.1884896,0.027413209685937204
0.4481405,0.9687440925449501
0.1201574,-0.397381152059207
0.6008962,1.3290849394061528
0.07770119,-0.7715525588813353
0.05951569,-0.9838286884992695
0.2363986,0.2570263660297924
0.3498353,0.6815900396124388
0.6318793,1.3931463392846675
0.601749,1.3308825985320925
0.3751031,0.7609254277597788
0.2874291,0.46431192609673144
0.05433676,-1.0535859198724906
0.4293251,0.9179156222633674
0.06319492,-0.937120534478746
0.310117,0.5472460120292872
0.1822725,-0.005657568246169468
0.03770274,-1.3203673840564782
0.08164688,-0.7307691722848917
0.4030667,0.8439669308078595
0.1264387,-0.35132890313118315
0.1838244,0.0026796092574439597
0.900407,1.864410557393261
0.1818966,-0.00768538859952726
0.08675931,-0.6801712289997716
0.1011556,-0.5493078812120294
0.1118646,-0.4611746709922322
0.4789175,1.04837920010674
0.1618892,-0.12070886863635258
0.1667936,-0.09202827316048734
0.1169365,-0.42173427261470553
0.01667758,-1.8457913158820702
0.2817552,0.4427694857778166
0.1659279,-0.09704217581949975
0.3667343,0.7351277641497621
0.3375461,0.6413642767852363
0.6621605,1.4534117521434171
0.2853145,0.4563227271607772
0.05931239,-0.9864751443749866
0.3681446,0.7395073746781453
0.6390125,1.4075440315250338
0.2336645,0.24495985003946727
0.05044012,-1.1096062940317695
0.1275363,-0.34346732811494723
0.2245091,0.20372794603758432
0.354287,0.6958874787512124
0.2348366,0.2501462543955064
0.4905691,1.0774783002933659
0.1508041,-0.18814347513487328
0.3277875,0.6085929517641749
0.03937962,-1.2896827878284063
0.2145586,0.15738721179519305
0.03849452,-1.3057479407187078
0.1059577,-0.5089223934309656
0.4330229,0.9280414079122694
0.1394667,-0.26127455530859484
0.4134345,0.8736048900920323
0.09532724,-0.6004024184872203
0.2798085,0.43529970556227565
0.1683346,-0.08315363704521789
0.4783984,1.0470698798634155
0.09607928,-0.5936738510876025
0.1601914,-0.13079676240783059
0.18854,0.02767777458451183
0.1603059,-0.13011379490620836
0.660205,1.4495861428335541
0.5967326,1.3202793551566097
0.7571421,1.6293549024003244
0.05056246,-1.107796555970452
0.5227507,1.155117990079722
0.1117962,-0.46171609647628803
0.07636675,-0.7857142633453422
0.3266287,0.6046506923224971
0.6845496,1.4965910593894893
0.3476235,0.6744331662833385
0.2402741,0.273943574579624
0.09761183,-0.5800892150333135
0.5878635,1.301359800475973
0.09806368,-0.5761160199791252
0.02899309,-1.4996577991055944
0.09588891,-0.5953731812884545
0.3237286,0.5947360578247751
0.08332084,-0.7139341343387826
0.1747781,-0.04672354852838225
0.4815403,1.0549776429908266
0.8812619,1.8347847025055222
0.4949288,1.0882266639563607
0.3202885,0.5828843150379486
0.826589,1.7472998891473872
0.04470504,-1.1986010379454852
0.1470048,-0.21215366314570586
0.4482531,0.9690431776597574
0.0567728,-1.0201508509293011
0.2874618,0.4644351069073286
0.2553719,0.3378683210420397
0.01393443,-1.9497567489222156
0.03060365,-1.4635746830485052
0.01346106,-1.9692988435030296
0.1252505,-0.35990014449020263
0.01598708,-1.8706146524005045
0.6852783,1.497977641219145
0.9795687,1.9818868543217805
0.1372076,-0.27640191512040896
0.004427356,-2.526919470515556
0.08065756,-0.7408468150221411
0.2661375,0.3816575096380769
0.07980991,-0.7495589793806527
0.7971804,1.6983434370252257
0.7047712,1.5346456438799434
0.3465144,0.6708308834231957
0.6499419,1.4293606817986324
0.03913965,-1.2940101086384885
0.1501809,-0.19204900051966772
0.6107669,1.3497702906883975
0.976238,1.9770974421416225
0.07751844,-0.7734806269215384
0.8702348,1.8174904678679273
0.7885076,1.683634833976142
0.2987744,0.5064032628751278
0.1103815,-0.47297312464948804
0.1096526,-0.47881747354672766
0.07809849,-0.7673731977657342
0.02695178,-1.547730378339998
0.6673171,1.4634573370840522
0.2841158,0.45177319790296505
0.05685779,-1.0190048822538433
